term,en,jp
couplably,couplably,カップラブリイ
couplables,couplables,カップラブルズ
couplabled,couplabled,カップラブルドゥ
couplable,couplable,カップラブル
coupe,coupe,クーペ
coup,coup,クー
countywide,countywide,カウンティーワイドゥ
county,county,カウンティー
counts,counts,カウンツ
country,country,カントゥリー
countrify,countrify,カントゥリファイ
countrified,countrified,カントゥリファイドゥ
countries,countries,カントゥリーズ
counting,counting,カウンティング
counties,counties,カウンティーズ
countess,countess,カウンテス
countervailing,countervailing,カウンタベイリング
counterpointing,counterpointing,カウンタポインティング
counterpoint,counterpoint,カウンタポイントゥ
counterparts,counterparts,カウンタパーツ
countering,countering,カウンタリング
counterflow,counterflow,カウンターフロウ
counterfeiting,counterfeiting,カウンターフィッティング
counterfeiter,counterfeiter,カウンターフィッター
counterfeited,counterfeited,カウンターフィッティドゥ
counterfeit,counterfeit,カウンターフィットゥ
countered,countered,カウンタードゥ
counteractive,counteractive,カウンタラクティヴ
counteraction,counteraction,カウンタラクション
counteracting,counteracting,カウンタラクティング
counteracted,counteracted,カウンタラクティドゥ
counteract,counteract,カウンタラクトゥ
counter,counter,カウンター
countenances,countenances,カウンテナンシズ
countenance,countenance,カウンテナンス
counted,counted,カウンティドゥ
countably,countably,カウンタブリー
countable,countable,カウンタブル
count,count,カウントゥ
counselor,counselor,カウンセラー
counsellor,counsellor,カウンセラー
counselling,counselling,カウンセリング
counselled,counselled,カウンセルドゥ
counseling,counseling,カウンセリング
counseled,counseled,カウンセルドゥ
counsel,counsel,カウンセル
councilor,councilor,カウンシラー
councillor,councillor,カウンシラー
council,council,カウンシル
coun,coun,カウン
coumadin,coumadin,クーマジン
couldst,couldst,クッドゥストゥ
could,could,クッドゥ
coughing,coughing,コフィング
coughes,coughes,カフス
coughed,coughed,コフトゥ
cough,cough,コフ
cougar,cougar,クーガー
couching,couching,カウチング
couches,couches,カウチズ
couched,couched,カウチトゥ
couch,couch,カウチ
coubertin,coubertin,クーベアタン
cotty,cotty,コッティー
cottony,cottony,コットゥニー
cottonwood,cottonwood,コットンウッドゥ
cottontail,cottontail,コットンテイル
cottonseed,cottonseed,コットンシードゥ
cottonmouth,cottonmouth,コットゥンマウス
cotton,cotton,コトン
cottin,cottin,コッティン
cotter,cotter,コッター
cottages,cottages,コテイジズ
cottager,cottager,コテイジャー
cottage,cottage,コテイジ
cotta,cotta,コッタ
cots,cots,コッツ
cotinine,cotinine,コティニン
coterie,coterie,コウテリー
cote,cote,コウトゥ
cot,cot,コットゥ
cosy,cosy,コウジー
costuming,costuming,コスチューミング
costumes,costumes,コスチュームズ
costumer,costumer,コスチューマー
costumed,costumed,コステュームドゥ
costume,costume,コスチューム
costs,costs,コスツ
costly,costly,コストゥリー
costliest,costliest,コストゥリエストゥ
costlier,costlier,コストゥリァー
costing,costing,コスティング
costello,costello,コステロ
costed,costed,コスティドゥ
costar,costar,コースター
costal,costal,コスタル
costa,costa,コスタ
cost,cost,コストゥ
cosseting,cosseting,コウセティング
cosseted,cosseted,コウセティドゥ
cosset,cosset,コウセトゥ
cossack,cossack,コサック
cosponsoring,cosponsoring,コウスポンサリング
cosponsored,cosponsored,コウスポンサードゥ
cosponsor,cosponsor,コウスポンサー
cosmopolitan,cosmopolitan,コズモポリタン
cosmonauts,cosmonauts,コズモノーツ
cosmonaut,cosmonaut,コズモノートゥ
cosmology,cosmology,コズモロジー
cosmogony,cosmogony,コスモゴニー
cosmogonies,cosmogonies,コズモゴニイズ
cosmo,cosmo,コズモ
cosmically,cosmically,コズミカリイ
cosmic,cosmic,コズミック
cosmetology,cosmetology,コズメトロジイ
cosmetologist,cosmetologist,コズメトロジストゥ
cosmetic,cosmetic,コズメティック
cosmeceutical,cosmeceutical,コズメスーティカル
cosm,cosm,コズム
cosine,cosine,コサイン
cosily,cosily,コウジリイ
cosigner,cosigner,コウサイナー
cosiest,cosiest,コーゼストゥ
cosier,cosier,コージア
cosh,cosh,カッシュ
cosei,cosei,コセイ
cosby,cosby,コズビー
cosa,cosa,コウザ
cory,cory,コリイ
corvietto,corvietto,コービエットウ
coruscating,coruscating,コーラスケイティング
coruscated,coruscated,コーラスケイティドゥ
coruscate,coruscate,コーラスケイトゥ
cortisone,cortisone,コーチゾン
cortisol,cortisol,コルチゾール
corticosteroids,corticosteroids,コルティコステロイズ
corticosteroid,corticosteroid,コルティコステロイドゥ
cortices,cortices,コーティシーズ
cortical,cortical,コーティカル
corthrombin,corthrombin,コゥスロンビン
cortex,cortex,コーテクス
cortege,cortege,コーテイジ
cortecs,cortecs,コーテックス
corsica,corsica,コーシカ
corsets,corsets,コーセツ
corset,corset,コーセトゥ
corse,corse,コース
corsage,corsage,コサージュ
corrupts,corrupts,コラプツ
corruption,corruption,コラプション
corrupting,corrupting,コラプティング
corruptible,corruptible,コラプティブル
corrupter,corrupter,コラプター
corrupted,corrupted,コラプティドゥ
corrupt,corrupt,コラプトゥ
corrugation,corrugation,コルゲイション
corrugating,corrugating,コルゲイティング
corrugates,corrugates,コルケ゜イツ
corrugated,corrugated,コルゲイティドゥ
corrugate,corrugate,コルゲイトゥ
corrosive,corrosive,コロウシブ
corrosion,corrosion,コロウジョン
corroding,corroding,コロウディング
corrodible,corrodible,コロウディブル
corrodes,corrodes,コロウズ
corroded,corroded,コロウディドゥ
corrode,corrode,コロウドゥ
corroboree,corroboree,コロボリー
corroboratory,corroboratory,コラボレィトリイ
corroborator,corroborator,コラボレィター
corroboratively,corroboratively,コラボレィティブリイ
corroborative,corroborative,コロボレイティヴ
corroboration,corroboration,コラボレイション
corroborating,corroborating,コラボレイティング
corroborates,corroborates,コラボレイツ
corroborated,corroborated,コラボレイティドゥ
corroborate,corroborate,コラボレイトゥ
corrigible,corrigible,コリジブル
corrigendum,corrigendum,コウリジェンダム
corrigan,corrigan,コリガン
corridour,corridour,コリダア
corridor,corridor,コリダア
corresponds,corresponds,コレスポンズ
correspondingly,correspondingly,コレスポンディングリイ
corresponding,corresponding,コレスポンディング
correspondents,correspondents,コレスポンデンツ
correspondent,correspondent,コレスポンデントゥ
correspondences,correspondences,コレスポンデンシズ
correspondence,correspondence,コレスポンデンス
corresponded,corresponded,コレスポンディドゥ
correspond,correspond,コレスポンドゥ
correlative,correlative,コリレイティヴ
correlation,correlation,コリレイション
correlating,correlating,コリレイティング
correlates,correlates,コリレイツ
correlated,correlated,コリレイティドゥ
correlate,correlate,コリレイトゥ
corrects,corrects,コレクツ
corrector,corrector,コレクター
corrective,corrective,コレクティヴ
correctional,correctional,コレクショナル
correction,correction,コレクション
correcting,correcting,コレクティング
corrected,corrected,コレクティドゥ
correctable,correctable,コレクタブル
correct,correct,コレクトゥ
corralled,corralled,コラールドゥ
corralitos,corralitos,コラリトス
corral,corral,コラール
corpuscular,corpuscular,コーパスキュラー
corpuscle,corpuscle,コーパスル
corpus,corpus,コーパス
corpulent,corpulent,コーピュレントゥ
corpulence,corpulence,コーピュランス
corpses,corpses,コープシズ
corpse,corpse,コープス
corps,corps,コア
corporeal,corporeal,コーポリアル
corporation,corporation,コーポレイション
corporating,corporating,コーポレイティング
corporates,corporates,コーポレイツ
corporately,corporately,コーポレイトゥリー
corporated,corporated,コーポレイティドゥ
corporate,corporate,コーポレイトゥ
corporal,corporal,コーポラル
corporacy,corporacy,コーポラシー
corporacies,corporacies,コーポラシーズ
corpora,corpora,コーポラ
corp,corp,コープ
corousel,corousel,カラセル
coronets,coronets,コロネッツ
coronet,coronet,コロネトゥ
coroner,coroner,コロナー
coronation,coronation,コロネイション
coronate,coronate,コロネイトゥ
coronary,coronary,コロナリイ
coronaries,coronaries,コロナリーズ
coronal,coronal,コロナル
corona,corona,コロナ
corollary,corollary,コロラリイ
corolla,corolla,カロラ
corny,corny,コーニー
cornua,cornua,コーニュア
cornu,cornu,コーニュー
cornstarch,cornstarch,コーンスターチ
cornstalk,cornstalk,コーンスターク
cornmeal,cornmeal,コーンミール
cornish,cornish,コーニッシュ
corning,corning,コーニング
cornice,cornice,コーニス
cornflower,cornflower,コーンフラワー
cornflakes,cornflakes,コーンフレイクス
cornfields,cornfields,コーンフィールズ
cornfield,cornfield,コーンフィールドゥ
cornet,cornet,コーネトゥ
cornerstones,cornerstones,コーナーストーンズ
cornerstone,cornerstone,コーナーストーン
cornering,cornering,コーナーリング
cornered,cornered,コーナードゥ
cornerback,cornerback,コーナーバック
corner,corner,コーナー
cornell,cornell,コーネル
cornelius,cornelius,コーネリアス
cornelian,cornelian,コーニーリアン
corned,corned,コーンドゥ
corneal,corneal,カニール
cornea,cornea,コーニア
corncrib,corncrib,コーンクライブ
corn,corn,コーン
cormorants,cormorants,コーモランツ
cormorant,cormorant,コーモレントゥ
cormier,cormier,コーミア
corliss,corliss,コーリス
corkscrew,corkscrew,コルクスクリュー
corking,corking,コーカイング
corker,corker,コウカー
corked,corked,コークトゥ
cork,cork,コーク
corinthian,corinthian,コリンシアン
cores,cores,コアズ
corel,corel,コーレル
corega,corega,コレガ
cored,cored,コアドゥ
coreceptor,coreceptor,コリセプター
core,core,コア
corduroys,corduroys,コーダロイズ
corduroy,corduroy,コーダロイ
cords,cords,コーズ
cordon,cordon,コードン
cordoba,cordoba,コルドバ
cording,cording,コーディング
cordially,cordially,コーディアリー
cordiality,cordiality,コージアリティイ
cordial,cordial,コーディアル
corder,corder,コーダー
cordelier,cordelier,コーダリアー
cordelia,cordelia,コーディーリア
corded,corded,コーディドゥ
cordage,cordage,コーデジ
cord,cord,コードゥ
coral,coral,コーラル
coracoid,coracoid,コラコイドゥ
coracoclavicular,coracoclavicular,コラコクラビキュラー
coracobrachilis,coracobrachilis,コラコブレイキアリス
coquetts,coquetts,コケッツ
coquettish,coquettish,コケティッシュ
coquette,coquette,コケットゥ
coquett,coquett,コケットゥ
coquets,coquets,コケッツ
coquetry,coquetry,コケトゥリー
